bohr_id,X,Y,latitude,longitude,dataset
Markvippach 2/1973,4444744.2,5659855.3,51.07115076858299,11.210141498091074,SVZ
Mechterstädt 2h/1963,4396807.0,5647799.7,50.956204590930305,10.529818398948558,SVZ
Mechterstädt 4/1963,4397735.0,5650109.6,50.97712675594387,10.54237218585137,SVZ
Mechterstädt 5/1963,4395206.5,5649575.9,50.97187653299751,10.506536235694963,SVZ
Mehrstedt 5/1970,4407219.9,5683254.7,51.276583109388206,10.668853860813686,SVZ
Mehrstedt 6/1971,4407284.5,5682709.3,51.27169264974817,10.669920838993713,SVZ
Neudietendorf 1/1962,4419059.9,5645289.2,50.93719723117313,10.84700940024591,SVZ
Neudietendorf 3/1962,4419648.0,5646283.1,50.94621180779078,10.855154947193865,SVZ
Neudietendorf 4/1962,4420555.2,5644215.1,50.92775199381926,10.868511807435029,SVZ
Neudietendorf 5/1963,4418490.5,5644391.2,50.92904660134461,10.839111467508742,SVZ
Neumark 1/1974,4447158.0,5661943.2,51.09014410017846,11.244271371215227,SVZ
Neumark 2/1974,4448980.5,5661518.1,51.08648836984249,11.270342009901846,SVZ
Oechsen 3/1962,4363553.96,5623413.94,50.73021301520956,10.065882503154972,SVZ
Ohmgebirge 1/1961,4382116.1,5697798.79,51.402613862991515,10.304426683985968,SVZ
Ramsla 3/1973,4453876.0,5654617.0,51.02487472498525,11.341085531983742,SVZ
Rentwertshausen 1/1965,4393768.78,5593079.46,50.463925263983356,10.502338241813955,SVZ
Rockensußra 4/1969,4408988.0,5682958.0,51.27420206411364,10.694261050349338,SVZ
Rockensußra 5/1969,4409160.2,5683434.2,51.2785087242148,10.696607017382817,SVZ
Rockensußra 6/1969,4408463.8,5682159.7,51.26694451766112,10.68695558463243,SVZ
Rockensußra 8/1970,4409585.0,5681999.0,51.265679381761366,10.703056399905607,SVZ
Roldisleben 1/1962,4453973.1,5671143.0,51.17342011219586,11.340361516806666,SVZ
Schlotheim 2/1984,4409743.7,5679562.8,51.24381240918088,10.705944014196051,SVZ
Schorngraben 2/1963,4363622.0,5628075.66,50.77211045649311,10.065119941576038,SVZ
Schorngraben 3/1964,4363385.15,5627310.71,50.76518237592293,10.062048200389786,SVZ
Straußfurt 1/1959,4429280.6,5668426.4,51.14648451677708,10.987869718441683,SVZ
Straußfurt 3/1964,4428999.4,5671551.3,51.174533807063064,10.983235113442099,SVZ
Straußfurt 5/1965,4430016.6,5671989.2,51.17859470817611,10.997692686776704,SVZ
Straußfurt 8/1970,4428991.2,5671561.5,51.174624458038345,10.98311586398217,SVZ
Straußfurt S4/1965,4428226.9,5672499.8,51.182961668716594,10.972001364461352,SVZ
Straußfurt T2/1963,4429835.3,5671174.0,51.17124611299716,10.99525955760214,SVZ
Tennstedt 1/1969,4417218.9,5669625.1,51.15563968310844,10.81526141825088,SVZ
Tennstedt 2/1970,4417308.2,5669285.7,51.15260250552523,10.816615516764978,SVZ
Thüringen Süd 1/1963,4398404.7,5595329.6,50.48496828765502,10.566997618737677,SVZ
Wiegleben 3/1963,4398647.3,5659706.2,51.06352275154989,10.552676257661838,SVZ
Wiesenthal 2/1963,4371941.5,5618980.69,50.69229001675881,10.18615539228921,SVZ
Allmenhausen 10/1960,4415490.0,5675848.4,51.21131312719488,10.789091486257721,Log
Allmenhausen 32/1968,4410119.8,5677194.8,51.22259239315652,10.711922644183717,Log
Allmenhausen 33/1968,4410449.1,5677385.9,51.22436141351333,10.716587331403922,Log
Allmenhausen 34H/1969,4410942.4,5677743.0,51.227647581216075,10.723558229321837,Log
Allmenhausen 35/1969,4410185.4,5677862.9,51.22860642736688,10.712694008960622,Log
Altengottern 1/1958,4399547.42,5671479.76,51.16947646719559,10.562233772670034,Log
Altengottern 102E/1958,4399687.12,5673102.73,51.18408461016868,10.563777638157886,Log
Altengottern 2/1965,4393738.44,5670811.33,51.16242082356683,10.47940554001542,Log
